scenario,run,group,indicator,value
SSP5-8.5,84,Predator,yield,436941.087962963
SSP5-8.5,85,Predator,yield,444646.969901235
SSP5-8.5,86,Predator,yield,440600.771888889
SSP5-8.5,87,Predator,yield,438925.136765432
SSP5-8.5,88,Predator,yield,450822.375697531
SSP5-8.5,89,Predator,yield,441209.167012346
SSP5-8.5,90,Predator,yield,431944.700979012
SSP5-8.5,91,Predator,yield,449603.796
SSP5-8.5,92,Predator,yield,436613.690444444
SSP5-8.5,93,Predator,yield,437094.279061729
SSP5-8.5,94,Predator,yield,444493.411814815
SSP5-8.5,95,Predator,yield,443050.056049383
SSP5-8.5,96,Predator,yield,437801.51317284
SSP5-8.5,97,Predator,yield,442965.479308642
SSP5-8.5,98,Predator,yield,436921.324888889
SSP5-8.5,99,Predator,yield,439602.151567901
SSP5-8.5,100,Predator,yield,435309.42791358
SSP5-8.5,1,Invertebrate,yield,334940.861271605
SSP5-8.5,2,Invertebrate,yield,336900.603370371
SSP5-8.5,3,Invertebrate,yield,332674.955160494
SSP5-8.5,4,Invertebrate,yield,338477.244530864
SSP5-8.5,5,Invertebrate,yield,341613.635246914
SSP5-8.5,6,Invertebrate,yield,336638.922012346
SSP5-8.5,7,Invertebrate,yield,345999.184259259
SSP5-8.5,8,Invertebrate,yield,338071.429753086
SSP5-8.5,9,Invertebrate,yield,328471.90354321
SSP5-8.5,10,Invertebrate,yield,337091.796518519
SSP5-8.5,11,Invertebrate,yield,331708.806246914
SSP5-8.5,12,Invertebrate,yield,333887.833604938
SSP5-8.5,13,Invertebrate,yield,347240.333691358
SSP5-8.5,14,Invertebrate,yield,323590.760518519
SSP5-8.5,15,Invertebrate,yield,348340.635259259
SSP5-8.5,16,Invertebrate,yield,354084.327296296
SSP5-8.5,17,Invertebrate,yield,336948.108037037
SSP5-8.5,18,Invertebrate,yield,335465.839901235
SSP5-8.5,19,Invertebrate,yield,344269.325728395
SSP5-8.5,20,Invertebrate,yield,340556.711814815
SSP5-8.5,21,Invertebrate,yield,332978.746518519
SSP5-8.5,22,Invertebrate,yield,335473.601851852
SSP5-8.5,23,Invertebrate,yield,341237.403246914
SSP5-8.5,24,Invertebrate,yield,330083.776703704
SSP5-8.5,25,Invertebrate,yield,339461.218
SSP5-8.5,26,Invertebrate,yield,337602.972481482
SSP5-8.5,27,Invertebrate,yield,337985.59982716
SSP5-8.5,28,Invertebrate,yield,333101.550765432
SSP5-8.5,29,Invertebrate,yield,341848.822851852
SSP5-8.5,30,Invertebrate,yield,337849.739308642
SSP5-8.5,31,Invertebrate,yield,335981.504851852
SSP5-8.5,32,Invertebrate,yield,339441.654691358
SSP5-8.5,33,Invertebrate,yield,337598.986790124
SSP5-8.5,34,Invertebrate,yield,334257.10645679
SSP5-8.5,35,Invertebrate,yield,339449.372604938
SSP5-8.5,36,Invertebrate,yield,329048.816432099
SSP5-8.5,37,Invertebrate,yield,341295.221432099
SSP5-8.5,38,Invertebrate,yield,326167.841925926
SSP5-8.5,39,Invertebrate,yield,334788.069555556
SSP5-8.5,40,Invertebrate,yield,337236.603395062
SSP5-8.5,41,Invertebrate,yield,321626.31345679
SSP5-8.5,42,Invertebrate,yield,332326.339209876
SSP5-8.5,43,Invertebrate,yield,330701.522876543
SSP5-8.5,44,Invertebrate,yield,347012.520333333
SSP5-8.5,45,Invertebrate,yield,341444.410617284
SSP5-8.5,46,Invertebrate,yield,332918.22354321
SSP5-8.5,47,Invertebrate,yield,334792.29408642
SSP5-8.5,48,Invertebrate,yield,339542.550987654
SSP5-8.5,49,Invertebrate,yield,335409.001419753
SSP5-8.5,50,Invertebrate,yield,337314.724209877
SSP5-8.5,51,Invertebrate,yield,337979.964876543
SSP5-8.5,52,Invertebrate,yield,329210.989
SSP5-8.5,53,Invertebrate,yield,337812.918740741
SSP5-8.5,54,Invertebrate,yield,335983.982481481
SSP5-8.5,55,Invertebrate,yield,341767.033703704
SSP5-8.5,56,Invertebrate,yield,332624.098814815
SSP5-8.5,57,Invertebrate,yield,334446.755679012
SSP5-8.5,58,Invertebrate,yield,341292.632407407
SSP5-8.5,59,Invertebrate,yield,341550.226691358
SSP5-8.5,60,Invertebrate,yield,339015.723037037
SSP5-8.5,61,Invertebrate,yield,334676.778197531
SSP5-8.5,62,Invertebrate,yield,335308.702481481
SSP5-8.5,63,Invertebrate,yield,347142.466074074
SSP5-8.5,64,Invertebrate,yield,332165.861407408
SSP5-8.5,65,Invertebrate,yield,347421.457728395
SSP5-8.5,66,Invertebrate,yield,332229.661777778
SSP5-8.5,67,Invertebrate,yield,334321.420419753
SSP5-8.5,68,Invertebrate,yield,348504.220123457
SSP5-8.5,69,Invertebrate,yield,327049.31917284
SSP5-8.5,70,Invertebrate,yield,321019.739975309
SSP5-8.5,71,Invertebrate,yield,332377.838753086
SSP5-8.5,72,Invertebrate,yield,340497.870345679
SSP5-8.5,73,Invertebrate,yield,337452.294888889
SSP5-8.5,74,Invertebrate,yield,345683.672197531
SSP5-8.5,75,Invertebrate,yield,345294.801222222
SSP5-8.5,76,Invertebrate,yield,348240.919246914
SSP5-8.5,77,Invertebrate,yield,342968.874259259
SSP5-8.5,78,Invertebrate,yield,345762.013074074
SSP5-8.5,79,Invertebrate,yield,346047.911160494
SSP5-8.5,80,Invertebrate,yield,332223.195555556
SSP5-8.5,81,Invertebrate,yield,346153.740802469
SSP5-8.5,82,Invertebrate,yield,343241.054345679
SSP5-8.5,83,Invertebrate,yield,341520.895518519
SSP5-8.5,84,Invertebrate,yield,338562.442148148
SSP5-8.5,85,Invertebrate,yield,328585.317530864
SSP5-8.5,86,Invertebrate,yield,342548.012012346
SSP5-8.5,87,Invertebrate,yield,339027.092185185
SSP5-8.5,88,Invertebrate,yield,338283.249567901
SSP5-8.5,89,Invertebrate,yield,343097.579444444
SSP5-8.5,90,Invertebrate,yield,343534.149185185
SSP5-8.5,91,Invertebrate,yield,339832.978234568
SSP5-8.5,92,Invertebrate,yield,336529.931901235
SSP5-8.5,93,Invertebrate,yield,345918.925641975
SSP5-8.5,94,Invertebrate,yield,344356.113518519
SSP5-8.5,95,Invertebrate,yield,345633.301061728
SSP5-8.5,96,Invertebrate,yield,319040.534728395
SSP5-8.5,97,Invertebrate,yield,336400.85008642
SSP5-8.5,98,Invertebrate,yield,342028.314432099
SSP5-8.5,99,Invertebrate,yield,328576.601691358
SSP5-8.5,100,Invertebrate,yield,329120.483012346
SSP5-8.5,1,Mid-trophic species,yield,575005.662450864
SSP5-8.5,2,Mid-trophic species,yield,563867.027033827
SSP5-8.5,3,Mid-trophic species,yield,552019.171791482
SSP5-8.5,4,Mid-trophic species,yield,576512.643633457
SSP5-8.5,5,Mid-trophic species,yield,566339.988574445
SSP5-8.5,6,Mid-trophic species,yield,556079.305373704
SSP5-8.5,7,Mid-trophic species,yield,563143.355192222
SSP5-8.5,8,Mid-trophic species,yield,572280.815486296
SSP5-8.5,9,Mid-trophic species,yield,574923.641804198
SSP5-8.5,10,Mid-trophic species,yield,570930.734056296
SSP5-8.5,11,Mid-trophic species,yield,567005.225741605
SSP5-8.5,12,Mid-trophic species,yield,571929.270324938
SSP5-8.5,13,Mid-trophic species,yield,576120.70872
SSP5-8.5,14,Mid-trophic species,yield,575042.273787531
SSP5-8.5,15,Mid-trophic species,yield,559114.096057901
SSP5-8.5,16,Mid-trophic species,yield,560035.200411235
SSP5-8.5,17,Mid-trophic species,yield,566652.220435926
SSP5-8.5,18,Mid-trophic species,yield,564460.598336914
SSP5-8.5,19,Mid-trophic species,yield,555778.965558272
SSP5-8.5,20,Mid-trophic species,yield,566728.490378519
SSP5-8.5,21,Mid-trophic species,yield,575166.123603704
SSP5-8.5,22,Mid-trophic species,yield,571595.175635556
SSP5-8.5,23,Mid-trophic species,yield,579889.267265185
SSP5-8.5,24,Mid-trophic species,yield,560384.874193704
SSP5-8.5,25,Mid-trophic species,yield,568103.642263086
SSP5-8.5,26,Mid-trophic species,yield,553635.078854197
SSP5-8.5,27,Mid-trophic species,yield,564661.093708148
SSP5-8.5,28,Mid-trophic species,yield,568114.00396
SSP5-8.5,29,Mid-trophic species,yield,562076.11266284
SSP5-8.5,30,Mid-trophic species,yield,578169.299998889
SSP5-8.5,31,Mid-trophic species,yield,554004.454137037
SSP5-8.5,32,Mid-trophic species,yield,569848.938929012
SSP5-8.5,33,Mid-trophic species,yield,560248.90474
SSP5-8.5,34,Mid-trophic species,yield,563028.10222284
SSP5-8.5,35,Mid-trophic species,yield,555632.276707037
SSP5-8.5,36,Mid-trophic species,yield,574169.478516543
SSP5-8.5,37,Mid-trophic species,yield,568387.843335926
SSP5-8.5,38,Mid-trophic species,yield,589698.190295062
SSP5-8.5,39,Mid-trophic species,yield,574387.899806111
SSP5-8.5,40,Mid-trophic species,yield,560876.028133704
SSP5-8.5,41,Mid-trophic species,yield,574692.643105679
SSP5-8.5,42,Mid-trophic species,yield,566009.765527037
SSP5-8.5,43,Mid-trophic species,yield,588944.521012593
SSP5-8.5,44,Mid-trophic species,yield,556831.727318025
SSP5-8.5,45,Mid-trophic species,yield,558589.948795926
SSP5-8.5,46,Mid-trophic species,yield,561055.174986049
SSP5-8.5,47,Mid-trophic species,yield,583910.660208765
SSP5-8.5,48,Mid-trophic species,yield,560054.768496173
SSP5-8.5,49,Mid-trophic species,yield,556936.127213827
SSP5-8.5,50,Mid-trophic species,yield,554833.517555803
SSP5-8.5,51,Mid-trophic species,yield,571210.474247778
SSP5-8.5,52,Mid-trophic species,yield,566061.818796296
SSP5-8.5,53,Mid-trophic species,yield,566341.953277778
SSP5-8.5,54,Mid-trophic species,yield,566089.373950938
SSP5-8.5,55,Mid-trophic species,yield,566719.172563951
SSP5-8.5,56,Mid-trophic species,yield,559589.136207778
SSP5-8.5,57,Mid-trophic species,yield,568249.292125926
SSP5-8.5,58,Mid-trophic species,yield,557079.202993704
SSP5-8.5,59,Mid-trophic species,yield,568143.959697161
SSP5-8.5,60,Mid-trophic species,yield,565825.381589012
SSP5-8.5,61,Mid-trophic species,yield,565858.519985309
SSP5-8.5,62,Mid-trophic species,yield,553677.99195679
SSP5-8.5,63,Mid-trophic species,yield,554548.897384938
SSP5-8.5,64,Mid-trophic species,yield,564222.063524568
SSP5-8.5,65,Mid-trophic species,yield,557251.194078889
SSP5-8.5,66,Mid-trophic species,yield,567538.572384938
SSP5-8.5,67,Mid-trophic species,yield,559471.833130124
SSP5-8.5,68,Mid-trophic species,yield,568892.401574445
SSP5-8.5,69,Mid-trophic species,yield,575351.088672593
SSP5-8.5,70,Mid-trophic species,yield,562236.405475309
SSP5-8.5,71,Mid-trophic species,yield,562024.52486642
SSP5-8.5,72,Mid-trophic species,yield,593940.674507037
SSP5-8.5,73,Mid-trophic species,yield,546745.550047655
SSP5-8.5,74,Mid-trophic species,yield,558381.947764815
SSP5-8.5,75,Mid-trophic species,yield,559765.333446173
SSP5-8.5,76,Mid-trophic species,yield,565301.831256494
SSP5-8.5,77,Mid-trophic species,yield,561048.981707408
SSP5-8.5,78,Mid-trophic species,yield,558027.274860494
SSP5-8.5,79,Mid-trophic species,yield,555083.538391235
SSP5-8.5,80,Mid-trophic species,yield,577293.530901975
SSP5-8.5,81,Mid-trophic species,yield,556972.61960037
SSP5-8.5,82,Mid-trophic species,yield,575722.268265803
SSP5-8.5,83,Mid-trophic species,yield,568846.384211111
SSP5-8.5,84,Mid-trophic species,yield,570318.687382716
SSP5-8.5,85,Mid-trophic species,yield,555978.015950124
SSP5-8.5,86,Mid-trophic species,yield,562247.39314
SSP5-8.5,87,Mid-trophic species,yield,562311.498113827
SSP5-8.5,88,Mid-trophic species,yield,575788.475288272
SSP5-8.5,89,Mid-trophic species,yield,554827.938022963
SSP5-8.5,90,Mid-trophic species,yield,575369.649358272
SSP5-8.5,91,Mid-trophic species,yield,567880.584635185
SSP5-8.5,92,Mid-trophic species,yield,584352.708151605
SSP5-8.5,93,Mid-trophic species,yield,554878.028545803
SSP5-8.5,94,Mid-trophic species,yield,568254.825234938
SSP5-8.5,95,Mid-trophic species,yield,573622.797622099
SSP5-8.5,96,Mid-trophic species,yield,575678.959020988
SSP5-8.5,97,Mid-trophic species,yield,568909.686076914
SSP5-8.5,98,Mid-trophic species,yield,572878.252254445
SSP5-8.5,99,Mid-trophic species,yield,578260.08414642
SSP5-8.5,100,Mid-trophic species,yield,578183.539363827
