run,species,scenario,age_future,latin,group,species_order,age_base,log2_response,paired_change_years
2,DecapterusMaruadsi,SSP1-2.6,0.536541094444444,Decapterus maruadsi,Mid-trophic species,10,0.547343033333333,-0.0287566156393243,-0.010801938888889
2,DecapterusMaruadsi,SSP5-8.5,0.53531455,Decapterus maruadsi,Mid-trophic species,10,0.547343033333333,-0.0320584228723799,-0.0120284833333331
2,EngraulisJaponicus,SSP1-2.6,0.675311201604938,Engraulis japonicus,Prey,1,0.71105457,-0.0744077958017246,-0.0357433683950621
2,EngraulisJaponicus,SSP5-8.5,0.648170787777778,Engraulis japonicus,Prey,1,0.71105457,-0.133586282247511,-0.062883782222222
2,LarimichthysPolyactis,SSP1-2.6,0.865856791111111,Larimichthys polyactis,Mid-trophic species,13,0.885648691,-0.0326061111770333,-0.019791899888889
2,LarimichthysPolyactis,SSP5-8.5,0.873608151728395,Larimichthys polyactis,Mid-trophic species,13,0.885648691,-0.019748222214395,-0.012040539271605
2,MiichthysMiiuy,SSP1-2.6,0.584888464814815,Miichthys miiuy,Predator,5,0.572761441666667,0.0302271629331496,0.0121270231481481
2,MiichthysMiiuy,SSP5-8.5,0.590622308518519,Miichthys miiuy,Predator,5,0.572761441666667,0.0443014762789074,0.0178608668518521
2,MuraenesoxCinereus,SSP1-2.6,0.702997406666667,Muraenesox cinereus,Predator,4,0.687976837333333,0.031159373878376,0.015020569333334
2,MuraenesoxCinereus,SSP5-8.5,0.701350275061729,Muraenesox cinereus,Predator,4,0.687976837333333,0.027775155399279,0.0133734377283959
2,PampusArgenteus,SSP1-2.6,0.437815512469136,Pampus argenteus,Mid-trophic species,12,0.437555055666667,0.000858515837873427,0.000260456802469
2,PampusArgenteus,SSP5-8.5,0.435103279753086,Pampus argenteus,Mid-trophic species,12,0.437555055666667,-0.00810666469410747,-0.00245177591358103
2,PennahiaArgentata,SSP1-2.6,0.611609087283951,Pennahia argentata,Mid-trophic species,11,0.596561534333333,0.0359388852140118,0.015047552950618
2,PennahiaArgentata,SSP5-8.5,0.607015359382716,Pennahia argentata,Mid-trophic species,11,0.596561534333333,0.0250620644313637,0.010453825049383
2,PortunusTrituberculatus,SSP1-2.6,1.00775709777778,Portunus trituberculatus,Invertebrate,8,1.00100469733333,0.00969920012539839,0.00675240044445014
2,PortunusTrituberculatus,SSP5-8.5,1.00764664962963,Portunus trituberculatus,Invertebrate,8,1.00100469733333,0.00954107498945363,0.00664195229629994
2,ScomberJaponicus,SSP1-2.6,0.793590810123457,Scomber japonicus,Mid-trophic species,9,0.804651471333333,-0.0199687068940928,-0.011060661209876
2,ScomberJaponicus,SSP5-8.5,0.792655113209877,Scomber japonicus,Mid-trophic species,9,0.804651471333333,-0.0216707449371392,-0.011996358123456
2,ScomberomorusNiphonius,SSP1-2.6,0.666898630123457,Scomberomorus niphonius,Predator,2,0.66251538,0.00951353917315538,0.00438325012345697
2,ScomberomorusNiphonius,SSP5-8.5,0.667645635061728,Scomberomorus niphonius,Predator,2,0.66251538,0.0111286230045888,0.00513025506172804
2,TodarodesPacificus,SSP1-2.6,1.01417164135802,Todarodes pacificus,Invertebrate,6,1.001963651,0.017471667176178,0.0122079903580199
2,TodarodesPacificus,SSP5-8.5,0.973194873950617,Todarodes pacificus,Invertebrate,6,1.001963651,-0.0420295453431636,-0.0287687770493831
2,TrachurusJaponicus,SSP1-2.6,0.462209499753086,Trachurus japonicus,Mid-trophic species,14,0.471785711333333,-0.0295848135731923,-0.00957621158024702
2,TrachurusJaponicus,SSP5-8.5,0.464169541234568,Trachurus japonicus,Mid-trophic species,14,0.471785711333333,-0.023479869009959,-0.00761617009876503
2,TrachysalambriaCurvirostris,SSP1-2.6,0.86350509382716,Trachysalambria curvirostris,Invertebrate,7,0.898908196666667,-0.0579690960312411,-0.035403102839507
2,TrachysalambriaCurvirostris,SSP5-8.5,0.815809049135802,Trachysalambria curvirostris,Invertebrate,7,0.898908196666667,-0.139942274372184,-0.083099147530865
2,TrichiurusJaponicus,SSP1-2.6,1.16106345950617,Trichiurus japonicus,Predator,3,1.27523592466667,-0.135317350347702,-0.1141724651605
2,TrichiurusJaponicus,SSP5-8.5,1.16198314691358,Trichiurus japonicus,Predator,3,1.27523592466667,-0.134175032731265,-0.11325277775309
3,DecapterusMaruadsi,SSP1-2.6,0.535684575061728,Decapterus maruadsi,Mid-trophic species,10,0.547059568666667,-0.0303141804020189,-0.0113749936049391
3,DecapterusMaruadsi,SSP5-8.5,0.534859647654321,Decapterus maruadsi,Mid-trophic species,10,0.547059568666667,-0.0325375708796106,-0.012199921012346
3,EngraulisJaponicus,SSP1-2.6,0.670910015061728,Engraulis japonicus,Prey,1,0.698822408666667,-0.0588065911310586,-0.027912393604939
3,EngraulisJaponicus,SSP5-8.5,0.649584755802469,Engraulis japonicus,Prey,1,0.698822408666667,-0.105408094599805,-0.049237652864198
3,LarimichthysPolyactis,SSP1-2.6,0.859747040123457,Larimichthys polyactis,Mid-trophic species,13,0.85361434,0.0103278315275777,0.00613270012345701
3,LarimichthysPolyactis,SSP5-8.5,0.868282965802469,Larimichthys polyactis,Mid-trophic species,13,0.85361434,0.024580868532321,0.014668625802469
3,MiichthysMiiuy,SSP1-2.6,0.582393073580247,Miichthys miiuy,Predator,5,0.603623184666667,-0.0516550220310099,-0.02123011108642
3,MiichthysMiiuy,SSP5-8.5,0.585103084444445,Miichthys miiuy,Predator,5,0.603623184666667,-0.0449573961251831,-0.0185201002222219
3,MuraenesoxCinereus,SSP1-2.6,0.698851764938272,Muraenesox cinereus,Predator,4,0.681696612666667,0.0358566603283797,0.0171551522716049
3,MuraenesoxCinereus,SSP5-8.5,0.698987022839506,Muraenesox cinereus,Predator,4,0.681696612666667,0.0361358569076514,0.0172904101728389
3,PampusArgenteus,SSP1-2.6,0.436824155555556,Pampus argenteus,Mid-trophic species,12,0.441034123,-0.0138376452472722,-0.00420996744444402
3,PampusArgenteus,SSP5-8.5,0.434823371851852,Pampus argenteus,Mid-trophic species,12,0.441034123,-0.0204607944126369,-0.00621075114814801
3,PennahiaArgentata,SSP1-2.6,0.60369238962963,Pennahia argentata,Mid-trophic species,11,0.602141954333333,0.00370997319330698,0.00155043529629706
3,PennahiaArgentata,SSP5-8.5,0.600622031604938,Pennahia argentata,Mid-trophic species,11,0.602141954333333,-0.00364624510819855,-0.00151992272839496
3,PortunusTrituberculatus,SSP1-2.6,1.00667351790123,Portunus trituberculatus,Invertebrate,8,0.981786852,0.036114116073829,0.02488666590123
3,PortunusTrituberculatus,SSP5-8.5,0.968475043333333,Portunus trituberculatus,Invertebrate,8,0.981786852,-0.0196949739434411,-0.013311808666667
3,ScomberJaponicus,SSP1-2.6,0.789698808024691,Scomber japonicus,Mid-trophic species,9,0.793514331,-0.00695376585283754,-0.00381552297530907
3,ScomberJaponicus,SSP5-8.5,0.786015776296296,Scomber japonicus,Mid-trophic species,9,0.793514331,-0.0136980091813081,-0.00749855470370398
3,ScomberomorusNiphonius,SSP1-2.6,0.666101380123457,Scomberomorus niphonius,Predator,2,0.660252449666667,0.0127240220108295,0.00584893045679003
3,ScomberomorusNiphonius,SSP5-8.5,0.668773561604938,Scomberomorus niphonius,Predator,2,0.660252449666667,0.0185000658944114,0.00852111193827099
3,TodarodesPacificus,SSP1-2.6,1.00416223765432,Todarodes pacificus,Invertebrate,6,0.943193524,0.0903666595373104,0.06096871365432
3,TodarodesPacificus,SSP5-8.5,1.01235418567901,Todarodes pacificus,Invertebrate,6,0.943193524,0.1020884066741,0.0691606616790099
3,TrachurusJaponicus,SSP1-2.6,0.470097392469136,Trachurus japonicus,Mid-trophic species,14,0.473016872666667,-0.00893196765740244,-0.00291948019753097
3,TrachurusJaponicus,SSP5-8.5,0.461357612222222,Trachurus japonicus,Mid-trophic species,14,0.473016872666667,-0.0360061850951045,-0.011659260444445
3,TrachysalambriaCurvirostris,SSP1-2.6,0.864251033827161,Trachysalambria curvirostris,Invertebrate,7,0.899682597666667,-0.0579656932544398,-0.0354315638395061
3,TrachysalambriaCurvirostris,SSP5-8.5,0.838794779506173,Trachysalambria curvirostris,Invertebrate,7,0.899682597666667,-0.10109823509967,-0.0608878181604941
3,TrichiurusJaponicus,SSP1-2.6,1.22925383283951,Trichiurus japonicus,Predator,3,1.24657984666667,-0.020192440622392,-0.01732601382716
3,TrichiurusJaponicus,SSP5-8.5,1.16552601925926,Trichiurus japonicus,Predator,3,1.24657984666667,-0.0969940825214642,-0.08105382740741
4,DecapterusMaruadsi,SSP1-2.6,0.53847752654321,Decapterus maruadsi,Mid-trophic species,10,0.54624402,-0.0206594459247483,-0.00776649345679004
4,DecapterusMaruadsi,SSP5-8.5,0.534379929506173,Decapterus maruadsi,Mid-trophic species,10,0.54624402,-0.0316797574050108,-0.0118640904938271
4,EngraulisJaponicus,SSP1-2.6,0.673772471358025,Engraulis japonicus,Prey,1,0.738199130666667,-0.13174855382105,-0.064426659308642
4,EngraulisJaponicus,SSP5-8.5,0.67600657345679,Engraulis japonicus,Prey,1,0.738199130666667,-0.126972763332331,-0.0621925572098769
4,LarimichthysPolyactis,SSP1-2.6,0.870619457160494,Larimichthys polyactis,Mid-trophic species,13,0.855352429,0.0255232897662497,0.0152670281604941
4,LarimichthysPolyactis,SSP5-8.5,0.868557434444444,Larimichthys polyactis,Mid-trophic species,13,0.855352429,0.0221022791089059,0.013205005444444
4,MiichthysMiiuy,SSP1-2.6,0.587083716296296,Miichthys miiuy,Predator,5,0.570315777666667,0.0418052966755131,0.016767938629629
4,MiichthysMiiuy,SSP5-8.5,0.582132373827161,Miichthys miiuy,Predator,5,0.570315777666667,0.0295863065551574,0.011816596160494
4,MuraenesoxCinereus,SSP1-2.6,0.701239774320988,Muraenesox cinereus,Predator,4,0.690848845333333,0.0215377382258186,0.010390928987655
4,MuraenesoxCinereus,SSP5-8.5,0.697980295061728,Muraenesox cinereus,Predator,4,0.690848845333333,0.0148162178986733,0.00713144972839497
4,PampusArgenteus,SSP1-2.6,0.434581420493827,Pampus argenteus,Mid-trophic species,12,0.437095343666667,-0.00832151251284561,-0.00251392317284005
4,PampusArgenteus,SSP5-8.5,0.434873574444444,Pampus argenteus,Mid-trophic species,12,0.437095343666667,-0.00735196475235546,-0.002221769222223
4,PennahiaArgentata,SSP1-2.6,0.596628439506173,Pennahia argentata,Mid-trophic species,11,0.591873644333333,0.0115435321607032,0.00475479517283994
4,PennahiaArgentata,SSP5-8.5,0.621136962962963,Pennahia argentata,Mid-trophic species,11,0.591873644333333,0.0696222068956632,0.0292633186296299
4,PortunusTrituberculatus,SSP1-2.6,1.00657513753086,Portunus trituberculatus,Invertebrate,8,1.001619428,0.00712041771260295,0.00495570953086011
4,PortunusTrituberculatus,SSP5-8.5,1.00741001703704,Portunus trituberculatus,Invertebrate,8,1.001619428,0.00831653039453373,0.00579058903704
4,ScomberJaponicus,SSP1-2.6,0.792269888518519,Scomber japonicus,Mid-trophic species,9,0.797974652333333,-0.0103509486234382,-0.005704763814814
4,ScomberJaponicus,SSP5-8.5,0.784177052962963,Scomber japonicus,Mid-trophic species,9,0.797974652333333,-0.0251634944586907,-0.01379759937037
4,ScomberomorusNiphonius,SSP1-2.6,0.66545863037037,Scomberomorus niphonius,Predator,2,0.659536871333333,0.0128956653332131,0.00592175903703696
4,ScomberomorusNiphonius,SSP5-8.5,0.668428590740741,Scomberomorus niphonius,Predator,2,0.659536871333333,0.0193201277776068,0.00889171940740796
4,TodarodesPacificus,SSP1-2.6,1.02618812209877,Todarodes pacificus,Invertebrate,6,1.03429852666667,-0.0113574148958486,-0.00811040456789991
4,TodarodesPacificus,SSP5-8.5,1.00666193345679,Todarodes pacificus,Invertebrate,6,1.03429852666667,-0.0390733813002782,-0.0276365932098801
4,TrachurusJaponicus,SSP1-2.6,0.466595895185185,Trachurus japonicus,Mid-trophic species,14,0.478136068666667,-0.0352476254544926,-0.011540173481482
4,TrachurusJaponicus,SSP5-8.5,0.464892481728395,Trachurus japonicus,Mid-trophic species,14,0.478136068666667,-0.0405241462292612,-0.013243586938272
4,TrachysalambriaCurvirostris,SSP1-2.6,0.852014540123457,Trachysalambria curvirostris,Invertebrate,7,0.900777832666667,-0.0802932733351428,-0.04876329254321
4,TrachysalambriaCurvirostris,SSP5-8.5,0.923672433703704,Trachysalambria curvirostris,Invertebrate,7,0.900777832666667,0.0362099881919585,0.022894601037037
4,TrichiurusJaponicus,SSP1-2.6,1.16872927530864,Trichiurus japonicus,Predator,3,1.22325401833333,-0.0657832395747217,-0.05452474302469
4,TrichiurusJaponicus,SSP5-8.5,1.16193097716049,Trichiurus japonicus,Predator,3,1.22325401833333,-0.0741996519030777,-0.06132304117284
5,DecapterusMaruadsi,SSP1-2.6,0.536096257901235,Decapterus maruadsi,Mid-trophic species,10,0.541129636666667,-0.0134821924870129,-0.00503337876543197
5,DecapterusMaruadsi,SSP5-8.5,0.532229636049383,Decapterus maruadsi,Mid-trophic species,10,0.541129636666667,-0.0239254112845666,-0.00890000061728402
5,EngraulisJaponicus,SSP1-2.6,0.681215305185185,Engraulis japonicus,Prey,1,0.691157709333333,-0.0209040952610995,-0.00994240414814795
5,EngraulisJaponicus,SSP5-8.5,0.655545194197531,Engraulis japonicus,Prey,1,0.691157709333333,-0.0763196990722768,-0.035612515135802
5,LarimichthysPolyactis,SSP1-2.6,0.879036834320988,Larimichthys polyactis,Mid-trophic species,13,0.861661812666667,0.0288018723576246,0.017375021654321
5,LarimichthysPolyactis,SSP5-8.5,0.876690855308642,Larimichthys polyactis,Mid-trophic species,13,0.861661812666667,0.024946451814479,0.015029042641975
5,MiichthysMiiuy,SSP1-2.6,0.589922851728395,Miichthys miiuy,Predator,5,0.580380496666667,0.0235272563196333,0.00954235506172796
5,MiichthysMiiuy,SSP5-8.5,0.582789402962963,Miichthys miiuy,Predator,5,0.580380496666667,0.00597560534753828,0.00240890629629598
5,MuraenesoxCinereus,SSP1-2.6,0.699521578641975,Muraenesox cinereus,Predator,4,0.690322282666667,0.0190985086480077,0.009199295975308
5,MuraenesoxCinereus,SSP5-8.5,0.701613231728395,Muraenesox cinereus,Predator,4,0.690322282666667,0.0234059025608972,0.011290949061728
5,PampusArgenteus,SSP1-2.6,0.437568644938272,Pampus argenteus,Mid-trophic species,12,0.435676905,0.00625072317215155,0.00189173993827202
5,PampusArgenteus,SSP5-8.5,0.436458304567901,Pampus argenteus,Mid-trophic species,12,0.435676905,0.00258519910868771,0.00078139956790102
5,PennahiaArgentata,SSP1-2.6,0.607217062962963,Pennahia argentata,Mid-trophic species,11,0.585661184333333,0.0521460508336238,0.0215558786296299
5,PennahiaArgentata,SSP5-8.5,0.595100369382716,Pennahia argentata,Mid-trophic species,11,0.585661184333333,0.0230667326841544,0.00943918504938301
5,PortunusTrituberculatus,SSP1-2.6,1.01826325358025,Portunus trituberculatus,Invertebrate,8,1.01715333433333,0.00157341269747236,0.00110991924691994
5,PortunusTrituberculatus,SSP5-8.5,0.989599198148148,Portunus trituberculatus,Invertebrate,8,1.01715333433333,-0.039620943253183,-0.0275541361851821
5,ScomberJaponicus,SSP1-2.6,0.79202062654321,Scomber japonicus,Mid-trophic species,9,0.801841433666667,-0.0177789651911974,-0.00982080712345701
5,ScomberJaponicus,SSP5-8.5,0.790234438395062,Scomber japonicus,Mid-trophic species,9,0.801841433666667,-0.0210362477055004,-0.011606995271605
5,ScomberomorusNiphonius,SSP1-2.6,0.665588383209877,Scomberomorus niphonius,Predator,2,0.657238188666667,0.0182139435724263,0.00835019454321007
5,ScomberomorusNiphonius,SSP5-8.5,0.667010249876543,Scomberomorus niphonius,Predator,2,0.657238188666667,0.0212926211521933,0.00977206120987606
5,TodarodesPacificus,SSP1-2.6,1.01436725419753,Todarodes pacificus,Invertebrate,6,0.994336203333333,0.0287744371846454,0.020031050864197
5,TodarodesPacificus,SSP5-8.5,1.02681269728395,Todarodes pacificus,Invertebrate,6,0.994336203333333,0.0463674000296497,0.032476493950617
5,TrachurusJaponicus,SSP1-2.6,0.464602200246914,Trachurus japonicus,Mid-trophic species,14,0.472155897666667,-0.02326730463251,-0.00755369741975298
5,TrachurusJaponicus,SSP5-8.5,0.461577372469136,Trachurus japonicus,Mid-trophic species,14,0.472155897666667,-0.0326907894051492,-0.010578525197531
5,TrachysalambriaCurvirostris,SSP1-2.6,0.850567494197531,Trachysalambria curvirostris,Invertebrate,7,0.854615674,-0.00685005576729992,-0.00404817980246908
5,TrachysalambriaCurvirostris,SSP5-8.5,0.86585580037037,Trachysalambria curvirostris,Invertebrate,7,0.854615674,0.0188510016398381,0.01124012637037
5,TrichiurusJaponicus,SSP1-2.6,1.14962255185185,Trichiurus japonicus,Predator,3,1.372979938,-0.256150276795615,-0.22335738614815
5,TrichiurusJaponicus,SSP5-8.5,1.16297889950617,Trichiurus japonicus,Predator,3,1.372979938,-0.239485623432802,-0.21000103849383
6,DecapterusMaruadsi,SSP1-2.6,0.536386612222222,Decapterus maruadsi,Mid-trophic species,10,0.542080768,-0.0152345945555867,-0.0056941557777781
6,DecapterusMaruadsi,SSP5-8.5,0.537902800493827,Decapterus maruadsi,Mid-trophic species,10,0.542080768,-0.01116232366293,-0.00417796750617305
6,EngraulisJaponicus,SSP1-2.6,0.683889135802469,Engraulis japonicus,Prey,1,0.702019217333333,-0.0377480529070404,-0.0181300815308639
6,EngraulisJaponicus,SSP5-8.5,0.663004536296296,Engraulis japonicus,Prey,1,0.702019217333333,-0.0824917826042654,-0.039014681037037
6,LarimichthysPolyactis,SSP1-2.6,0.86726653654321,Larimichthys polyactis,Mid-trophic species,13,0.872067094333333,-0.00796369181882679,-0.00480055779012301
6,LarimichthysPolyactis,SSP5-8.5,0.864114781481482,Larimichthys polyactis,Mid-trophic species,13,0.872067094333333,-0.0132161759167955,-0.00795231285185094
6,MiichthysMiiuy,SSP1-2.6,0.58251867654321,Miichthys miiuy,Predator,5,0.578465162666667,0.0100742283109206,0.00405351387654296
6,MiichthysMiiuy,SSP5-8.5,0.580553782592593,Miichthys miiuy,Predator,5,0.578465162666667,0.00519964731122853,0.00208861992592602
6,MuraenesoxCinereus,SSP1-2.6,0.711083495308642,Muraenesox cinereus,Predator,4,0.686362768333333,0.0510476746694152,0.024720726975309
6,MuraenesoxCinereus,SSP5-8.5,0.69971308,Muraenesox cinereus,Predator,4,0.686362768333333,0.0277921646070292,0.013350311666667
6,PampusArgenteus,SSP1-2.6,0.435377269506173,Pampus argenteus,Mid-trophic species,12,0.438998031666667,-0.0119483829524087,-0.00362076216049401
6,PampusArgenteus,SSP5-8.5,0.438970701234568,Pampus argenteus,Mid-trophic species,12,0.438998031666667,-8.98197792011437e-05,-2.73304320990153e-05
6,PennahiaArgentata,SSP1-2.6,0.599372829506173,Pennahia argentata,Mid-trophic species,11,0.577164655666667,0.0544707307799892,0.022208173839506
6,PennahiaArgentata,SSP5-8.5,0.59505109691358,Pennahia argentata,Mid-trophic species,11,0.577164655666667,0.0440306026972886,0.0178864412469131
6,PortunusTrituberculatus,SSP1-2.6,1.00310476481481,Portunus trituberculatus,Invertebrate,8,0.949793831666667,0.0787859977722603,0.053310933148143
6,PortunusTrituberculatus,SSP5-8.5,1.00908963358025,Portunus trituberculatus,Invertebrate,8,0.949793831666667,0.0873680373171493,0.059295801913583
6,ScomberJaponicus,SSP1-2.6,0.79582719308642,Scomber japonicus,Mid-trophic species,9,0.803236735333334,-0.0133700550327307,-0.00740954224691393
6,ScomberJaponicus,SSP5-8.5,0.789512369012346,Scomber japonicus,Mid-trophic species,9,0.803236735333334,-0.0248633827422815,-0.0137243663209879
6,ScomberomorusNiphonius,SSP1-2.6,0.666236238271605,Scomberomorus niphonius,Predator,2,0.658776422,0.0162449068987346,0.00745981627160508
6,ScomberomorusNiphonius,SSP5-8.5,0.667380829012346,Scomberomorus niphonius,Predator,2,0.658776422,0.0187213236025664,0.008604407012346
6,TodarodesPacificus,SSP1-2.6,1.02935286851852,Todarodes pacificus,Invertebrate,6,1.011451193,0.0253109266382987,0.01790167551852
6,TodarodesPacificus,SSP5-8.5,0.981890144567901,Todarodes pacificus,Invertebrate,6,1.011451193,-0.0427931774859577,-0.0295610484320991
6,TrachurusJaponicus,SSP1-2.6,0.460449075432099,Trachurus japonicus,Mid-trophic species,14,0.473899733333333,-0.0415402426423339,-0.013450657901234
6,TrachurusJaponicus,SSP5-8.5,0.46194975691358,Trachurus japonicus,Mid-trophic species,14,0.473899733333333,-0.0368459009637026,-0.011949976419753
6,TrachysalambriaCurvirostris,SSP1-2.6,0.851301551234568,Trachysalambria curvirostris,Invertebrate,7,0.917609054333333,-0.108209367641527,-0.066307503098765
6,TrachysalambriaCurvirostris,SSP5-8.5,0.834656489259259,Trachysalambria curvirostris,Invertebrate,7,0.917609054333333,-0.136697061942325,-0.082952565074074
6,TrichiurusJaponicus,SSP1-2.6,1.16823445469136,Trichiurus japonicus,Predator,3,1.20575453,-0.0456063904258483,-0.0375200753086402
6,TrichiurusJaponicus,SSP5-8.5,1.15862415,Trichiurus japonicus,Predator,3,1.20575453,-0.0575235887708992,-0.04713038
7,DecapterusMaruadsi,SSP1-2.6,0.535174533703704,Decapterus maruadsi,Mid-trophic species,10,0.545040077,-0.0263528487681836,-0.00986554329629596
7,DecapterusMaruadsi,SSP5-8.5,0.53155932962963,Decapterus maruadsi,Mid-trophic species,10,0.545040077,-0.0361315895340162,-0.01348074737037
7,EngraulisJaponicus,SSP1-2.6,0.676993707654321,Engraulis japonicus,Prey,1,0.713198153333333,-0.075160542757914,-0.036204445679012
7,EngraulisJaponicus,SSP5-8.5,0.655703474567901,Engraulis japonicus,Prey,1,0.713198153333333,-0.12125942771986,-0.057494678765432
7,LarimichthysPolyactis,SSP1-2.6,0.866650549259259,Larimichthys polyactis,Mid-trophic species,13,0.836473593333333,0.0511303908705292,0.030176955925926
7,LarimichthysPolyactis,SSP5-8.5,0.887218710493827,Larimichthys polyactis,Mid-trophic species,13,0.836473593333333,0.084969794228139,0.0507451171604939
7,MiichthysMiiuy,SSP1-2.6,0.58845121617284,Miichthys miiuy,Predator,5,0.567108771666667,0.0532973466720105,0.0213424445061731
7,MiichthysMiiuy,SSP5-8.5,0.585009278518518,Miichthys miiuy,Predator,5,0.567108771666667,0.0448340355542007,0.0179005068518511
7,MuraenesoxCinereus,SSP1-2.6,0.705838677777778,Muraenesox cinereus,Predator,4,0.68940891,0.0339785431303257,0.0164297677777779
7,MuraenesoxCinereus,SSP5-8.5,0.702133386049383,Muraenesox cinereus,Predator,4,0.68940891,0.026385184597893,0.012724476049383
7,PampusArgenteus,SSP1-2.6,0.435711154691358,Pampus argenteus,Mid-trophic species,12,0.438215406333333,-0.00826815770305636,-0.00250425164197499
7,PampusArgenteus,SSP5-8.5,0.433388929753086,Pampus argenteus,Mid-trophic species,12,0.438215406333333,-0.0159779035317831,-0.00482647658024699
7,PennahiaArgentata,SSP1-2.6,0.595685841481482,Pennahia argentata,Mid-trophic species,11,0.595064210333333,0.00150631823160882,0.000621631148148949
7,PennahiaArgentata,SSP5-8.5,0.597061364074074,Pennahia argentata,Mid-trophic species,11,0.595064210333333,0.00483386407446901,0.00199715374074094
7,PortunusTrituberculatus,SSP1-2.6,1.02474264790123,Portunus trituberculatus,Invertebrate,8,1.016143821,0.0121570293340296,0.00859882690123004
7,PortunusTrituberculatus,SSP5-8.5,1.01190830012346,Portunus trituberculatus,Invertebrate,8,1.016143821,-0.00602605207695283,-0.00423552087654011
7,ScomberJaponicus,SSP1-2.6,0.791877441358025,Scomber japonicus,Mid-trophic species,9,0.801455990333333,-0.0173461389882883,-0.00957854897530808
7,ScomberJaponicus,SSP5-8.5,0.789744979876543,Scomber japonicus,Mid-trophic species,9,0.801455990333333,-0.0212364397669228,-0.01171101045679
7,ScomberomorusNiphonius,SSP1-2.6,0.667445275679012,Scomberomorus niphonius,Predator,2,0.658970814666667,0.0184349832945002,0.00847446101234506
7,ScomberomorusNiphonius,SSP5-8.5,0.66870145037037,Scomberomorus niphonius,Predator,2,0.658970814666667,0.0211476756902138,0.00973063570370303
7,TodarodesPacificus,SSP1-2.6,1.00535319444444,Todarodes pacificus,Invertebrate,6,0.976493514666667,0.0420200614534587,0.028859679777773
7,TodarodesPacificus,SSP5-8.5,1.00010885864198,Todarodes pacificus,Invertebrate,6,0.976493514666667,0.0344746736066136,0.023615343975313
7,TrachurusJaponicus,SSP1-2.6,0.466886237654321,Trachurus japonicus,Mid-trophic species,14,0.469911185666667,-0.00931704668558994,-0.00302494801234599
7,TrachurusJaponicus,SSP5-8.5,0.463952414938272,Trachurus japonicus,Mid-trophic species,14,0.469911185666667,-0.0184112661553218,-0.00595877072839501
7,TrachysalambriaCurvirostris,SSP1-2.6,0.895468564320988,Trachysalambria curvirostris,Invertebrate,7,0.867111437333333,0.0464253727210943,0.028357126987655
7,TrachysalambriaCurvirostris,SSP5-8.5,0.860093085555556,Trachysalambria curvirostris,Invertebrate,7,0.867111437333333,-0.0117246068998631,-0.00701835177777699
7,TrichiurusJaponicus,SSP1-2.6,1.15594275185185,Trichiurus japonicus,Predator,3,1.194155781,-0.046921102497365,-0.0382130291481502
7,TrichiurusJaponicus,SSP5-8.5,1.14819019753086,Trichiurus japonicus,Predator,3,1.194155781,-0.0566294085065728,-0.0459655834691402
8,DecapterusMaruadsi,SSP1-2.6,0.53420562,Decapterus maruadsi,Mid-trophic species,10,0.546893335666667,-0.0338643281823493,-0.0126877156666669
8,DecapterusMaruadsi,SSP5-8.5,0.532785952962963,Decapterus maruadsi,Mid-trophic species,10,0.546893335666667,-0.0377034359214729,-0.0141073827037039
8,EngraulisJaponicus,SSP1-2.6,0.67523644308642,Engraulis japonicus,Prey,1,0.700516539666667,-0.053026344430998,-0.0252800965802471
8,EngraulisJaponicus,SSP5-8.5,0.680644111234568,Engraulis japonicus,Prey,1,0.700516539666667,-0.041518461437394,-0.019872428432099
8,LarimichthysPolyactis,SSP1-2.6,0.871455594444445,Larimichthys polyactis,Mid-trophic species,13,0.857175443333333,0.0238366330447926,0.014280151111112
8,LarimichthysPolyactis,SSP5-8.5,0.878959129382716,Larimichthys polyactis,Mid-trophic species,13,0.857175443333333,0.0362055634547543,0.0217836860493831
8,MiichthysMiiuy,SSP1-2.6,0.58390077691358,Miichthys miiuy,Predator,5,0.576833575666667,0.0175680889606752,0.00706720124691296
8,MiichthysMiiuy,SSP5-8.5,0.586017517283951,Miichthys miiuy,Predator,5,0.576833575666667,0.0227886486914585,0.00918394161728397
8,MuraenesoxCinereus,SSP1-2.6,0.707391486419753,Muraenesox cinereus,Predator,4,0.685595339666667,0.0451515532899182,0.0217961467530861
8,MuraenesoxCinereus,SSP5-8.5,0.700175118024691,Muraenesox cinereus,Predator,4,0.685595339666667,0.0303584911620712,0.014579778358024
8,PampusArgenteus,SSP1-2.6,0.435639949876543,Pampus argenteus,Mid-trophic species,12,0.438489508333333,-0.00940606309115191,-0.00284955845679002
8,PampusArgenteus,SSP5-8.5,0.43626332345679,Pampus argenteus,Mid-trophic species,12,0.438489508333333,-0.00734313213634138,-0.00222618487654302
8,PennahiaArgentata,SSP1-2.6,0.600038952716049,Pennahia argentata,Mid-trophic species,11,0.583067617,0.0413929600374596,0.016971335716049
8,PennahiaArgentata,SSP5-8.5,0.604327858271605,Pennahia argentata,Mid-trophic species,11,0.583067617,0.0516682497180149,0.021260241271605
8,PortunusTrituberculatus,SSP1-2.6,1.01952907320988,Portunus trituberculatus,Invertebrate,8,0.997156671666667,0.0320108147937562,0.0223724015432131
8,PortunusTrituberculatus,SSP5-8.5,0.99689387037037,Portunus trituberculatus,Invertebrate,8,0.997156671666667,-0.00038027333922507,-0.000262801296296966
