run,group,scenario,age_future,age_base,log2_response,paired_change_years
19,Mid-trophic species,SSP5-8.5,0.595559611858322,0.598860053880476,-0.00797298235022533,-0.00330044202215329
20,Prey,SSP1-2.6,0.669672501728395,0.721487789666667,-0.107519250068013,-0.0518152879382721
20,Prey,SSP5-8.5,0.657461964320988,0.721487789666667,-0.134067545394306,-0.064025825345679
20,Predator,SSP1-2.6,0.755266251821515,0.757366919954537,-0.00400708579307327,-0.00210066813302168
20,Predator,SSP5-8.5,0.749710178941423,0.757366919954537,-0.0146594190041879,-0.0076567410131132
20,Invertebrate,SSP1-2.6,0.958649231823208,0.922440376176575,0.055547369415839,0.0362088556466329
20,Invertebrate,SSP5-8.5,0.947716481073112,0.922440376176575,0.0389998642852499,0.0252761048965366
20,Mid-trophic species,SSP1-2.6,0.594561788611248,0.595546939935459,-0.00238847631397548,-0.000985151324210953
20,Mid-trophic species,SSP5-8.5,0.593746199374786,0.595546939935459,-0.00436884965742356,-0.00180074056067303
21,Prey,SSP1-2.6,0.694672156666667,0.722150237333333,-0.0559667355482796,-0.0274780806666659
21,Prey,SSP5-8.5,0.662209548271605,0.722150237333333,-0.125011196181122,-0.0599406890617279
21,Predator,SSP1-2.6,0.751168275854391,0.750673492537907,0.000950594766843848,0.000494783316483338
21,Predator,SSP5-8.5,0.745013713149045,0.750673492537907,-0.0109185591742721,-0.00565977938886297
21,Invertebrate,SSP1-2.6,0.964395884851955,0.940544666986207,0.0361290351074249,0.0238512178657475
21,Invertebrate,SSP5-8.5,0.947797040970857,0.940544666986207,0.0110816971128172,0.00725237398464995
21,Mid-trophic species,SSP1-2.6,0.601608203777928,0.59600128686013,0.0135087946397278,0.00560691691779769
21,Mid-trophic species,SSP5-8.5,0.599625832992981,0.59600128686013,0.00874709290735782,0.00362454613285101
22,Prey,SSP1-2.6,0.664959949259259,0.708436495666667,-0.0913710863130978,-0.0434765464074079
22,Prey,SSP5-8.5,0.673885630740741,0.708436495666667,-0.0721347720134627,-0.034550864925926
22,Predator,SSP1-2.6,0.754547781923366,0.759051559816062,-0.00858562372243529,-0.00450377789269651
22,Predator,SSP5-8.5,0.748122123597887,0.759051559816062,-0.0209240912343584,-0.0109294362181754
22,Invertebrate,SSP1-2.6,0.9504038149833,0.918878802046878,0.0486660412436163,0.031525012936422
