run,group,scenario,tl_future,tl_base,response_tl
83,Prey,SSP5-8.5,2.32471854691358,2.34060004333333,-0.01588149641975
83,Predator,SSP1-2.6,2.99496303333333,3.00107883333334,-0.00611580000000256
83,Predator,SSP5-8.5,2.99599907191358,3.00107883333334,-0.00507976141975464
83,Invertebrate,SSP1-2.6,2.28360895226338,2.27265078333333,0.0109581689300433
83,Invertebrate,SSP5-8.5,2.28623293662552,2.27265078333333,0.0135821532921829
83,Mid-trophic species,SSP1-2.6,2.70889773271605,2.71464366833333,-0.00574593561728198
83,Mid-trophic species,SSP5-8.5,2.71048333312757,2.71464366833333,-0.00416033520576065
84,Prey,SSP1-2.6,2.33010422716049,2.33896533,-0.00886110283951025
84,Prey,SSP5-8.5,2.32177727407407,2.33896533,-0.0171880559259301
84,Predator,SSP1-2.6,2.99713803765432,3.0004625275,-0.00332448984567968
84,Predator,SSP5-8.5,2.99300777376543,3.0004625275,-0.00745475373456772
84,Invertebrate,SSP1-2.6,2.28506969218107,2.28396049777778,0.00110919440328994
84,Invertebrate,SSP5-8.5,2.28337581934157,2.28396049777778,-0.000584678436213348
84,Mid-trophic species,SSP1-2.6,2.71145318621399,2.70704720166667,0.00440598454732344
84,Mid-trophic species,SSP5-8.5,2.71174379320988,2.70704720166667,0.00469659154321001
85,Prey,SSP1-2.6,2.32463772839506,2.33139126666667,-0.00675353827161018
85,Prey,SSP5-8.5,2.32500652716049,2.33139126666667,-0.00638473950618002
85,Predator,SSP1-2.6,2.99938839382716,3.00463903833333,-0.00525064450617263
85,Predator,SSP5-8.5,2.99451711820988,3.00463903833333,-0.0101219201234573
85,Invertebrate,SSP1-2.6,2.28749837407408,2.28129841444444,0.00619995962963316
85,Invertebrate,SSP5-8.5,2.28415690781893,2.28129841444444,0.0028584933744904
85,Mid-trophic species,SSP1-2.6,2.71153456234568,2.71276097944445,-0.00122641709876481
85,Mid-trophic species,SSP5-8.5,2.71021513004115,2.71276097944445,-0.0025458494032935
86,Prey,SSP1-2.6,2.32331730493827,2.34034957333333,-0.0170322683950599
86,Prey,SSP5-8.5,2.32371682098765,2.34034957333333,-0.01663275234568
86,Predator,SSP1-2.6,2.99630121049383,3.0133423575,-0.017041147006172
86,Predator,SSP5-8.5,2.99357745,3.0133423575,-0.0197649074999995
86,Invertebrate,SSP1-2.6,2.28308605679012,2.28401624111111,-0.000930184320986349
86,Invertebrate,SSP5-8.5,2.28477664567901,2.28401624111111,0.000760404567903716
86,Mid-trophic species,SSP1-2.6,2.7118675117284,2.71271959555556,-0.000852083827158623
86,Mid-trophic species,SSP5-8.5,2.71196102736626,2.71271959555556,-0.00075856818929898
87,Prey,SSP1-2.6,2.32244851111111,2.32953980666667,-0.00709129555555998
87,Prey,SSP5-8.5,2.32489403950617,2.32953980666667,-0.00464576716050003
87,Predator,SSP1-2.6,2.99821798703704,3.00320361083333,-0.00498562379629775
87,Predator,SSP5-8.5,2.99541703148148,3.00320361083333,-0.00778657935185301
87,Invertebrate,SSP1-2.6,2.28157510617284,2.28339149777778,-0.00181639160493674
87,Invertebrate,SSP5-8.5,2.28700464814815,2.28339149777778,0.00361315037037357
87,Mid-trophic species,SSP1-2.6,2.70893823744856,2.70853580833333,0.000402429115226699
87,Mid-trophic species,SSP5-8.5,2.70809707057613,2.70853580833333,-0.000438737757199714
88,Prey,SSP1-2.6,2.3304163654321,2.33726234,-0.00684597456789993
88,Prey,SSP5-8.5,2.32717622592593,2.33726234,-0.01008611407407
88,Predator,SSP1-2.6,2.99757185185185,3.00352422083333,-0.00595236898147977
88,Predator,SSP5-8.5,2.99649196358025,3.00352422083333,-0.00703225725308476
88,Invertebrate,SSP1-2.6,2.28717924197531,2.28240481888889,0.0047744230864204
88,Invertebrate,SSP5-8.5,2.28496949753087,2.28240481888889,0.00256467864197996
88,Mid-trophic species,SSP1-2.6,2.70895866502058,2.70822411611111,0.000734548909465005
88,Mid-trophic species,SSP5-8.5,2.70920880761317,2.70822411611111,0.000984691502058155
89,Prey,SSP1-2.6,2.32836459012346,2.34067931666667,-0.01231472654321
89,Prey,SSP5-8.5,2.3265940962963,2.34067931666667,-0.0140852203703701
89,Predator,SSP1-2.6,2.99840633271605,3.0065069025,-0.00810056978395002
89,Predator,SSP5-8.5,2.99118499135802,3.0065069025,-0.0153219111419753
89,Invertebrate,SSP1-2.6,2.28501291152263,2.28568088666667,-0.000667975144033495
89,Invertebrate,SSP5-8.5,2.28354452016461,2.28568088666667,-0.00213636650205684
89,Mid-trophic species,SSP1-2.6,2.70749826522634,2.71108067833333,-0.00358241310699547
89,Mid-trophic species,SSP5-8.5,2.71038204814815,2.71108067833333,-0.000698630185185234
90,Prey,SSP1-2.6,2.3324162691358,2.34094758666667,-0.00853131753086966
90,Prey,SSP5-8.5,2.32328418888889,2.34094758666667,-0.0176633977777798
90,Predator,SSP1-2.6,2.99173606111111,3.00292512083333,-0.0111890597222226
90,Predator,SSP5-8.5,2.99186315432099,3.00292512083333,-0.0110619665123428
90,Invertebrate,SSP1-2.6,2.27996019382716,2.28105085111111,-0.00109065728394686
90,Invertebrate,SSP5-8.5,2.28193765925926,2.28105085111111,0.00088680814815012
90,Mid-trophic species,SSP1-2.6,2.70369839897119,2.71577277111111,-0.0120743721399181
90,Mid-trophic species,SSP5-8.5,2.71276501440329,2.71577277111111,-0.00300775670781972
91,Prey,SSP1-2.6,2.32139399382716,2.33431463,-0.01292063617284
91,Prey,SSP5-8.5,2.32443732469136,2.33431463,-0.00987730530864006
91,Predator,SSP1-2.6,2.99474899907408,3.0039352825,-0.0091862834259242
91,Predator,SSP5-8.5,2.99520421697531,3.0039352825,-0.00873106552469238
91,Invertebrate,SSP1-2.6,2.2804181909465,2.28174017777778,-0.00132198683127394
91,Invertebrate,SSP5-8.5,2.28483471728395,2.28174017777778,0.003094539506173
91,Mid-trophic species,SSP1-2.6,2.7035660654321,2.70945930277778,-0.00589323734568037
91,Mid-trophic species,SSP5-8.5,2.71049960370371,2.70945930277778,0.00104030092592655
92,Prey,SSP1-2.6,2.33081670493827,2.3376895,-0.00687279506173022
92,Prey,SSP5-8.5,2.3240293617284,2.3376895,-0.0136601382716002
92,Predator,SSP1-2.6,2.99867530123457,3.00599015333334,-0.00731485209876759
92,Predator,SSP5-8.5,2.99291564845679,3.00599015333334,-0.013074504876545
92,Invertebrate,SSP1-2.6,2.28435450699589,2.28312403111111,0.00123047588477343
92,Invertebrate,SSP5-8.5,2.28514789135803,2.28312403111111,0.00202386024691315
92,Mid-trophic species,SSP1-2.6,2.71434296975309,2.70455679722222,0.00978617253086389
92,Mid-trophic species,SSP5-8.5,2.71447370123457,2.70455679722222,0.00991690401234546
93,Prey,SSP1-2.6,2.32304061111111,2.33084508333333,-0.00780447222222014
93,Prey,SSP5-8.5,2.32473714444444,2.33084508333333,-0.00610793888889027
93,Predator,SSP1-2.6,2.99576526604938,3.00404218583334,-0.00827691978395206
93,Predator,SSP5-8.5,2.99456385802469,3.00404218583334,-0.00947832780864255
93,Invertebrate,SSP1-2.6,2.28642342139918,2.27867895222222,0.00774446917695304
93,Invertebrate,SSP5-8.5,2.28390488148148,2.27867895222222,0.00522592925926002
93,Mid-trophic species,SSP1-2.6,2.70886113683128,2.71290049833334,-0.00403936150205952
93,Mid-trophic species,SSP5-8.5,2.70781356748971,2.71290049833334,-0.00508693084362299
94,Prey,SSP1-2.6,2.32526117654321,2.32979809666667,-0.00453692012345996
94,Prey,SSP5-8.5,2.32314411358025,2.32979809666667,-0.00665398308641985
94,Predator,SSP1-2.6,2.99354504444444,2.99656434833333,-0.00301930388889016
94,Predator,SSP5-8.5,2.99991536790124,2.99656434833333,0.00335101956790229
94,Invertebrate,SSP1-2.6,2.28164606872428,2.28436282444445,-0.00271675572016683
94,Invertebrate,SSP5-8.5,2.28696575802469,2.28436282444445,0.00260293358024688
94,Mid-trophic species,SSP1-2.6,2.7065026781893,2.70876034222223,-0.00225766403292305
94,Mid-trophic species,SSP5-8.5,2.71023071872428,2.70876034222223,0.00147037650205473
95,Prey,SSP1-2.6,2.32717881111111,2.33384445666667,-0.00666564555556004
95,Prey,SSP5-8.5,2.32828288024691,2.33384445666667,-0.00556157641975963
95,Predator,SSP1-2.6,2.99962910277778,3.00031702333333,-0.000687920555551891
95,Predator,SSP5-8.5,2.99683490185185,3.00031702333333,-0.00348212148147997
95,Invertebrate,SSP1-2.6,2.28262849711934,2.28958665888889,-0.00695816176954622
95,Invertebrate,SSP5-8.5,2.28240528559671,2.28958665888889,-0.00718137329217994
95,Mid-trophic species,SSP1-2.6,2.70929247160494,2.714558755,-0.00526628339506008
95,Mid-trophic species,SSP5-8.5,2.71401598106996,2.714558755,-0.000542773930040319
96,Prey,SSP1-2.6,2.32553843333333,2.32849593666667,-0.00295750333334022
96,Prey,SSP5-8.5,2.31976362716049,2.32849593666667,-0.00873230950618043
96,Predator,SSP1-2.6,2.99758143209877,3.00444372333333,-0.00686229123456705
96,Predator,SSP5-8.5,2.99429195524691,3.00444372333333,-0.0101517680864198
96,Invertebrate,SSP1-2.6,2.28632594074074,2.27979379111111,0.00653214962963
96,Invertebrate,SSP5-8.5,2.28540047736626,2.27979379111111,0.00560668625514627
96,Mid-trophic species,SSP1-2.6,2.70890880493827,2.70169187055556,0.00721693438271842
96,Mid-trophic species,SSP5-8.5,2.70791635658436,2.70169187055556,0.00622448602880832
97,Prey,SSP1-2.6,2.3232806962963,2.33022979,-0.0069490937037
97,Prey,SSP5-8.5,2.32382054444444,2.33022979,-0.00640924555556
97,Predator,SSP1-2.6,2.99356726080247,3.00779508833333,-0.0142278275308674
97,Predator,SSP5-8.5,2.99308609660494,3.00779508833333,-0.0147089917283969
97,Invertebrate,SSP1-2.6,2.28244578600823,2.28339407111111,-0.000948285102879698
97,Invertebrate,SSP5-8.5,2.28709949053498,2.28339407111111,0.00370541942386637
97,Mid-trophic species,SSP1-2.6,2.71111778148148,2.70834663944444,0.00277114203703688
97,Mid-trophic species,SSP5-8.5,2.71165913600823,2.70834663944444,0.00331249656378541
98,Prey,SSP1-2.6,2.32720477037037,2.33059886,-0.00339408962962962
98,Prey,SSP5-8.5,2.32543224444444,2.33059886,-0.00516661555555986
98,Predator,SSP1-2.6,2.99195246049383,3.00234524333333,-0.0103927828395047
98,Predator,SSP5-8.5,2.99456840339506,3.00234524333333,-0.00777683993827205
98,Invertebrate,SSP1-2.6,2.28242247160494,2.28778629777778,-0.00536382617284348
98,Invertebrate,SSP5-8.5,2.28262560493827,2.28778629777778,-0.00516069283951026
98,Mid-trophic species,SSP1-2.6,2.70671145061729,2.70531397555556,0.00139747506173071
98,Mid-trophic species,SSP5-8.5,2.71212004074074,2.70531397555556,0.00680606518518756
99,Prey,SSP1-2.6,2.32570682716049,2.33482506,-0.00911823283950985
99,Prey,SSP5-8.5,2.33102181604938,2.33482506,-0.00380324395062015
99,Predator,SSP1-2.6,2.99790774382716,3.0062362025,-0.00832845867284249
99,Predator,SSP5-8.5,2.99711805864198,3.0062362025,-0.00911814385802723
99,Invertebrate,SSP1-2.6,2.28314871728395,2.27814716777778,0.00500154950616993
99,Invertebrate,SSP5-8.5,2.28425666502058,2.27814716777778,0.00610949724279708
99,Mid-trophic species,SSP1-2.6,2.70913169506173,2.71181074888889,-0.00267905382716149
99,Mid-trophic species,SSP5-8.5,2.71158766748971,2.71181074888889,-0.000223081399176817
100,Prey,SSP1-2.6,2.32919724814815,2.33526103333333,-0.00606378518517969
100,Prey,SSP5-8.5,2.32892576790123,2.33526103333333,-0.00633526543209984
100,Predator,SSP1-2.6,2.9976053,2.99581840333334,0.00178689666666498
100,Predator,SSP5-8.5,2.99398229074074,2.99581840333334,-0.00183611259259742
100,Invertebrate,SSP1-2.6,2.28214468436214,2.27831965666667,0.00382502769547299
100,Invertebrate,SSP5-8.5,2.28495257942387,2.27831965666667,0.00663292275719973
100,Mid-trophic species,SSP1-2.6,2.7081561563786,2.71566069666667,-0.00750454028806846
100,Mid-trophic species,SSP5-8.5,2.70619350658436,2.71566069666667,-0.00946719008230357
